"module","pathway_id","pathway_name","fish_Pvalue","reg_coeff","GenesInPathway","Go_Reactome_root_id","Go_Reactome_root_names","step2root"
"PPI-STRING_Consensus_mod18","R-HSA-8981607","Intracellular oxygen transport","1.01e-02","2.80e-02",3,"R-HSA-382551","Transport of small molecules",1
"PPI-STRING_Consensus_mod18","R-HSA-445355","Smooth Muscle Contraction","8.13e-08","3.91e-02",33,"R-HSA-397014","Muscle contraction",1
"PPI-STRING_Consensus_mod19","R-HSA-418555","G alpha (s) signalling events","1.23e-80","5.46e-03",559,"R-HSA-162582","Signal Transduction",3
"PPI-STRING_Consensus_mod19","R-HSA-381753","Olfactory Signaling Pathway","1.54e-87","8.84e-02",421,"R-HSA-162582","Signal Transduction",4
"PPI-STRING_Consensus_mod20","GO:1902476","chloride transmembrane transport","1.22e-90","8.96e-02",74,"GO:0051179","localization",7
"PPI-STRING_Consensus_mod20","GO:0004890","GABA-A receptor activity","1.89e-52","1.83e-01",19,"GO:0060089","molecular transducer activity",5
"PPI-STRING_Consensus_mod20","GO:0005230","extracellular ligand-gated ion channel activity","1.62e-53","9.32e-03",48,"GO:0005215","transporter activity",6
"PPI-STRING_Consensus_mod20","GO:0034707","chloride channel complex","5.57e-98","4.05e-01",48,"GO:0032991#GO:0044425","protein-containing complex#membrane part",5
"PPI-STRING_Consensus_mod20","GO:0016934","extracellularly glycine-gated chloride channel activity","6.83e-14","3.93e-01",5,"GO:0005215","transporter activity",7
"PPI-STRING_Consensus_mod20","GO:1902711","GABA-A receptor complex","1.89e-52","1.79e-01",19,"GO:0032991","protein-containing complex",4
"PPI-STRING_Consensus_mod20","GO:0005247","voltage-gated chloride channel activity","1.35e-13","7.34e-02",12,"GO:0005215","transporter activity",7
"PPI-STRING_Consensus_mod21","GO:0005506","iron ion binding","3.75e-81","2.82e-03",136,"GO:0005488","binding",4
"PPI-STRING_Consensus_mod21","GO:0020037","heme binding","1.69e-83","1.54e-02",140,"GO:0005488","binding",3
"PPI-STRING_Consensus_mod21","GO:0070330","aromatase activity","6.17e-41","4.75e-02",22,"GO:0003824","catalytic activity",5
"PPI-STRING_Consensus_mod21","GO:0031090","organelle membrane","2.10e-82","7.92e-02",84,"GO:0016020#GO:0044422","membrane#organelle part",2
"PPI-STRING_Consensus_mod21","GO:0008401","retinoic acid 4-hydroxylase activity","5.84e-11","2.58e-02",4,"GO:0003824","catalytic activity",4
"PPI-STRING_Consensus_mod21","GO:0008395","steroid hydroxylase activity","1.75e-44","1.26e-01",27,"GO:0003824","catalytic activity",4
"PPI-STRING_Consensus_mod21","GO:0004497","monooxygenase activity","7.79e-79","3.11e-01",42,"GO:0003824","catalytic activity",3
"PPI-STRING_Consensus_mod21","R-HSA-211897","Cytochrome P450 - arranged by substrate type","1.18e-91","1.59e-01",57,"R-HSA-1430728","Metabolism",3
"PPI-STRING_Consensus_mod21","R-HSA-217271","FMO oxidises nucleophiles","2.18e-08","2.86e-01",3,"R-HSA-1430728","Metabolism",3
"PPI-STRING_Consensus_mod21","R-HSA-211935","Fatty acids","4.56e-36","7.25e-02",15,"R-HSA-1430728","Metabolism",4
"PPI-STRING_Consensus_mod21","R-HSA-211958","Miscellaneous substrates","6.73e-32","2.04e-01",12,"R-HSA-1430728","Metabolism",4
"PPI-STRING_Consensus_mod21","R-HSA-211945","Phase I - Functionalization of compounds","1.22e-87","1.36e-03",101,"R-HSA-1430728","Metabolism",2
"PPI-STRING_Consensus_mod21","R-HSA-211916","Vitamins","3.92e-16","4.98e-01",6,"R-HSA-1430728","Metabolism",4
"PPI-STRING_Consensus_mod21","R-HSA-211981","Xenobiotics","2.68e-42","2.23e-02",20,"R-HSA-1430728","Metabolism",4
"PPI-STRING_Consensus_mod22","GO:0008253","5'-nucleotidase activity","3.74e-13","1.37e-01",14,"GO:0003824","catalytic activity",6
"PPI-STRING_Consensus_mod22","GO:0005337","nucleoside transmembrane transporter activity","4.39e-07","1.11e-01",7,"GO:0005215","transporter activity",4
"PPI-STRING_Consensus_mod22","GO:0004115","3',5'-cyclic-AMP phosphodiesterase activity","3.74e-08","4.21e-02",15,"GO:0003824","catalytic activity",7
"PPI-STRING_Consensus_mod22","GO:0047555","3',5'-cyclic-GMP phosphodiesterase activity","1.06e-07","7.20e-03",19,"GO:0003824","catalytic activity",7
"PPI-STRING_Consensus_mod22","GO:0006195","purine nucleotide catabolic process","2.14e-13","8.60e-04",13,"GO:0008152#GO:0009987","metabolic process#cellular process",6
"PPI-STRING_Consensus_mod22","GO:0017110","nucleoside-diphosphatase activity","3.52e-15","2.03e-01",8,"GO:0003824","catalytic activity",6
"PPI-STRING_Consensus_mod22","GO:0046135","pyrimidine nucleoside catabolic process","8.43e-17","1.57e-01",11,"GO:0008152#GO:0009987","metabolic process#cellular process",6
"PPI-STRING_Consensus_mod22","GO:0043101","purine-containing compound salvage","5.19e-25","1.36e-01",13,"GO:0008152#GO:0009987","metabolic process#cellular process",4
"PPI-STRING_Consensus_mod22","GO:0003876","AMP deaminase activity","1.26e-08","1.14e-01",3,"GO:0003824","catalytic activity",5
"PPI-STRING_Consensus_mod22","R-HSA-5624958","ARL13B-mediated ciliary trafficking of INPP5E","7.14e-03","2.92e-02",3,"R-HSA-1852241","Organelle biogenesis and maintenance",3
"PPI-STRING_Consensus_mod22","R-HSA-111957","Cam-PDE 1 activation","1.26e-08","6.15e-01",3,"R-HSA-162582","Signal Transduction",5
"PPI-STRING_Consensus_mod22","R-HSA-15869","Metabolism of nucleotides","1.30e-57","1.77e-02",100,"R-HSA-1430728","Metabolism",1
"PPI-STRING_Consensus_mod22","R-HSA-8956319","Nucleobase catabolism","4.62e-37","1.50e-01",36,"R-HSA-1430728","Metabolism",2
"PPI-STRING_Consensus_mod22","R-HSA-8956321","Nucleotide salvage","1.21e-35","2.88e-01",23,"R-HSA-1430728","Metabolism",2
"PPI-STRING_Consensus_mod22","R-HSA-8850843","Phosphate bond hydrolysis by NTPDase proteins","3.52e-15","2.03e-01",8,"R-HSA-1430728","Metabolism",3
"PPI-STRING_Consensus_mod22","R-HSA-74217","Purine salvage","5.19e-25","1.34e-01",13,"R-HSA-1430728","Metabolism",3
"PPI-STRING_Consensus_mod22","R-HSA-83936","Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane","4.39e-07","1.11e-01",7,"R-HSA-382551","Transport of small molecules",3
"PPI-STRING_Consensus_mod23","GO:0030141","secretory granule","1.97e-23","8.42e-02",85,"GO:0043226#GO:0044464","organelle#cell part",4
"PPI-STRING_Consensus_mod23","GO:0008236","serine-type peptidase activity","1.78e-39","2.29e-01",63,"GO:0003824","catalytic activity",4
"PPI-STRING_Consensus_mod23","GO:0019897","extrinsic component of plasma membrane","1.55e-06","1.83e-02",29,"GO:0044425#GO:0044464","membrane part#cell part",3
"PPI-STRING_Consensus_mod23","GO:0046658","anchored component of plasma membrane","2.65e-06","1.73e-02",33,"GO:0044425#GO:0044464","membrane part#cell part",4
"PPI-STRING_Consensus_mod23","GO:0007597","blood coagulation, intrinsic pathway","1.63e-05","3.46e-02",17,"GO:0008152#GO:0050896","metabolic process#response to stimulus",3
"PPI-STRING_Consensus_mod23","GO:0031639","plasminogen activation","4.67e-04","2.35e-04",11,"GO:0008152","metabolic process",5
"PPI-STRING_Consensus_mod23","GO:0031638","zymogen activation","1.22e-07","2.44e-02",16,"GO:0008152","metabolic process",4
"PPI-STRING_Consensus_mod23","GO:0045745","positive regulation of G-protein coupled receptor protein signaling pathway","6.91e-06","4.29e-02",13,"GO:0065007","biological regulation",6
"PPI-STRING_Consensus_mod23","R-HSA-1300645","Acrosome Reaction","2.97e-03","4.45e-01",1,"R-HSA-1474165","Reproduction",2
"PPI-STRING_Consensus_mod23","R-HSA-1592389","Activation of Matrix Metalloproteinases","3.52e-10","2.23e-02",31,"R-HSA-1474244","Extracellular matrix organization",2
"PPI-STRING_Consensus_mod23","R-HSA-140834","Extrinsic Pathway of Fibrin Clot Formation","8.59e-05","1.00e-01",5,"R-HSA-109582","Hemostasis",2
"PPI-STRING_Consensus_mod23","R-HSA-6809371","Formation of the cornified envelope","2.26e-09","1.07e-02",75,"R-HSA-1266738","Developmental Biology",2
"PPI-STRING_Consensus_mod24","GO:0031210","phosphatidylcholine binding","7.57e-12","2.13e-02",28,"GO:0005488","binding",3
"PPI-STRING_Consensus_mod24","GO:0044267","cellular protein metabolic process","7.48e-26","5.08e-03",192,"GO:0008152#GO:0009987","metabolic process#cellular process",4
"PPI-STRING_Consensus_mod24","GO:0042246","tissue regeneration","5.94e-06","6.86e-03",20,"GO:0032502#GO:0040007","developmental process#growth",3
"PPI-STRING_Consensus_mod24","GO:0042627","chylomicron","1.02e-16","6.71e-02",14,"GO:0032991#GO:0044421","protein-containing complex#extracellular region part",3
"PPI-STRING_Consensus_mod24","GO:0005319","lipid transporter activity","3.44e-15","7.60e-02",21,"GO:0005215","transporter activity",2
"PPI-STRING_Consensus_mod24","GO:0005548","phospholipid transporter activity","6.14e-09","2.73e-02",13,"GO:0005215","transporter activity",3
"PPI-STRING_Consensus_mod24","GO:0034364","high-density lipoprotein particle","1.32e-17","4.60e-02",22,"GO:0032991#GO:0044421","protein-containing complex#extracellular region part",3
"PPI-STRING_Consensus_mod24","GO:0033344","cholesterol efflux","3.03e-17","1.06e-02",24,"GO:0051179","localization",7
"PPI-STRING_Consensus_mod24","GO:0034375","high-density lipoprotein particle remodeling","1.01e-18","9.67e-02",17,"GO:0009987#GO:0032501#GO:0071840","cellular process#multicellular organismal process#cellular component organization or biogenesis",4
"PPI-STRING_Consensus_mod24","GO:0004869","cysteine-type endopeptidase inhibitor activity","9.20e-06","8.31e-03",23,"GO:0098772","molecular function regulator",5
"PPI-STRING_Consensus_mod24","GO:0010873","positive regulation of cholesterol esterification","1.71e-12","5.55e-02",9,"GO:0065007","biological regulation",6
"PPI-STRING_Consensus_mod24","GO:0034378","chylomicron assembly","1.73e-15","6.54e-02",9,"GO:0009987#GO:0032501#GO:0071840","cellular process#multicellular organismal process#cellular component organization or biogenesis",4
"PPI-STRING_Consensus_mod24","GO:0055102","lipase inhibitor activity","1.30e-10","7.97e-02",6,"GO:0098772","molecular function regulator",4
"PPI-STRING_Consensus_mod24","GO:0034372","very-low-density lipoprotein particle remodeling","1.71e-12","1.65e-02",9,"GO:0009987#GO:0032501#GO:0071840","cellular process#multicellular organismal process#cellular component organization or biogenesis",5
"PPI-STRING_Consensus_mod24","GO:0010898","positive regulation of triglyceride catabolic process","1.85e-07","4.59e-02",7,"GO:0065007","biological regulation",6
"PPI-STRING_Consensus_mod24","R-HSA-977225","Amyloid fiber formation","2.19e-26","1.04e-01",70,"R-HSA-392499","Metabolism of proteins",1
"PPI-STRING_Consensus_mod24","R-HSA-8963888","Chylomicron assembly","1.73e-15","6.53e-02",9,"R-HSA-382551","Transport of small molecules",3
"PPI-STRING_Consensus_mod24","R-HSA-2474795","Diseases associated with visual transduction","4.44e-07","5.41e-02",9,"R-HSA-1643685","Disease",2
"PPI-STRING_Consensus_mod24","R-HSA-8964041","LDL remodeling","9.45e-06","1.34e-01",3,"R-HSA-382551","Transport of small molecules",3
"PPI-STRING_Consensus_mod24","R-HSA-2453864","Retinoid cycle disease events","4.44e-07","5.01e-02",9,"R-HSA-1643685","Disease",3
"PPI-STRING_Consensus_mod24","R-HSA-6809583","Retinoid metabolism disease events","1.80e-03","3.42e-01",1,"R-HSA-1643685","Disease",3
"PPI-STRING_Consensus_mod24","R-HSA-3000471","Scavenging by Class B Receptors","1.06e-07","5.60e-02",6,"R-HSA-5653656","Vesicle-mediated transport",2
"PPI-STRING_Consensus_mod24","R-HSA-804914","Transport of fatty acids","8.77e-05","4.91e-02",8,"R-HSA-382551","Transport of small molecules",3
"PPI-STRING_Consensus_mod24","R-HSA-8866423","VLDL assembly","5.31e-08","1.02e-01",5,"R-HSA-382551","Transport of small molecules",3
"PPI-STRING_Consensus_mod25","GO:0004896","cytokine receptor activity","3.38e-22","1.83e-01",34,"GO:0060089","molecular transducer activity",4
"PPI-STRING_Consensus_mod25","GO:0008083","growth factor activity","2.13e-10","3.31e-03",168,"GO:0005488#GO:0098772","binding#molecular function regulator",4
"PPI-STRING_Consensus_mod25","GO:0032722","positive regulation of chemokine production","3.41e-05","4.10e-03",19,"GO:0065007","biological regulation",5
"PPI-STRING_Consensus_mod25","GO:0033141","positive regulation of peptidyl-serine phosphorylation of STAT protein","1.80e-34","3.51e-02",20,"GO:0065007","biological regulation",8
"PPI-STRING_Consensus_mod25","GO:0005131","growth hormone receptor binding","3.03e-06","9.53e-03",9,"GO:0005488","binding",5
"PPI-STRING_Consensus_mod25","GO:0042531","positive regulation of tyrosine phosphorylation of STAT protein","3.13e-20","4.34e-02",66,"GO:0065007","biological regulation",8
"PPI-STRING_Consensus_mod25","GO:0019955","cytokine binding","5.11e-19","4.99e-02",40,"GO:0005488","binding",3
"PPI-STRING_Consensus_mod25","GO:0045927","positive regulation of growth","4.31e-06","9.54e-02",10,"GO:0065007","biological regulation",4
"PPI-STRING_Consensus_mod25","GO:0002639","positive regulation of immunoglobulin production","3.10e-04","3.76e-02",8,"GO:0065007","biological regulation",6
"PPI-STRING_Consensus_mod25","GO:0005132","type I interferon receptor binding","1.87e-37","5.18e-01",16,"GO:0005488","binding",3
"PPI-STRING_Consensus_mod25","GO:0005126","cytokine receptor binding","1.12e-15","1.15e-01",11,"GO:0005488","binding",4
"PPI-STRING_Consensus_mod25","GO:0042100","B cell proliferation","3.93e-35","7.36e-02",32,"GO:0002376#GO:0008283#GO:0009987","immune system process#cell proliferation#cellular process",5
"PPI-STRING_Consensus_mod25","GO:0002286","T cell activation involved in immune response","6.27e-34","3.73e-02",21,"GO:0002376#GO:0009987","immune system process#cellular process",5
"PPI-STRING_Consensus_mod25","GO:0002323","natural killer cell activation involved in immune response","9.49e-36","5.69e-02",18,"GO:0002376#GO:0009987","immune system process#cellular process",5
"PPI-STRING_Consensus_mod25","R-HSA-1280215","Cytokine Signaling in Immune system","9.90e-70","1.46e-02",669,"R-HSA-168256","Immune System",1
"PPI-STRING_Consensus_mod25","R-HSA-451927","Interleukin-2 family signaling","1.65e-12","8.03e-03",44,"R-HSA-168256","Immune System",3
"PPI-STRING_Consensus_mod25","R-HSA-8854691","Interleukin-20 family signaling","4.33e-19","2.44e-01",26,"R-HSA-168256","Immune System",3
"PPI-STRING_Consensus_mod25","R-HSA-449147","Signaling by Interleukins","2.65e-41","5.73e-03",440,"R-HSA-168256","Immune System",2
"PPI-STRING_Consensus_mod26","GO:0003341","cilium movement","6.90e-15","1.06e-02",29,"GO:0009987","cellular process",4
"PPI-STRING_Consensus_mod26","GO:0036158","outer dynein arm assembly","3.54e-14","4.69e-02",19,"GO:0009987#GO:0071840","cellular process#cellular component organization or biogenesis",6
"PPI-STRING_Consensus_mod26","GO:0005869","dynactin complex","6.14e-09","1.30e-01",9,"GO:0032991#GO:0044422#GO:0044464","protein-containing complex#organelle part#cell part",3
"PPI-STRING_Consensus_mod26","GO:0005868","cytoplasmic dynein complex","5.90e-33","2.96e-01",20,"GO:0032991#GO:0044422#GO:0044464","protein-containing complex#organelle part#cell part",4
"PPI-STRING_Consensus_mod26","GO:0030286","dynein complex","3.62e-65","3.51e-01",32,"GO:0032991#GO:0044422#GO:0044464","protein-containing complex#organelle part#cell part",3
"PPI-STRING_Consensus_mod26","GO:0051959","dynein light intermediate chain binding","4.75e-47","1.58e-01",29,"GO:0005488","binding",3
"PPI-STRING_Consensus_mod26","GO:0045505","dynein intermediate chain binding","1.48e-47","4.53e-02",28,"GO:0005488","binding",3
"PPI-STRING_Consensus_mod26","GO:0008569","ATP-dependent microtubule motor activity, minus-end-directed","8.42e-41","2.03e-01",18,"GO:0003824","catalytic activity",6
"PPI-STRING_Consensus_mod26","GO:0036157","outer dynein arm","2.58e-17","2.28e-01",9,"GO:0032991#GO:0044422#GO:0044464","protein-containing complex#organelle part#cell part",5
"PPI-STRING_Consensus_mod26","R-HSA-6811436","COPI-independent Golgi-to-ER retrograde traffic","2.00e-23","6.66e-02",34,"R-HSA-5653656","Vesicle-mediated transport",4
"PPI-STRING_Consensus_mod27","GO:0005742","mitochondrial outer membrane translocase complex","1.37e-21","2.77e-01",11,"GO:0032991#GO:0044422#GO:0044425#GO:0044464","protein-containing complex#organelle part#membrane part#cell part",4
"PPI-STRING_Consensus_mod27","GO:0006626","protein targeting to mitochondrion","9.80e-28","3.87e-02",31,"GO:0051179","localization",5
"PPI-STRING_Consensus_mod27","GO:0005744","mitochondrial inner membrane presequence translocase complex","3.74e-22","2.52e-01",10,"GO:0032991#GO:0044422#GO:0044425#GO:0044464","protein-containing complex#organelle part#membrane part#cell part",4
"PPI-STRING_Consensus_mod27","GO:0008320","protein transmembrane transporter activity","9.93e-29","1.41e-01",17,"GO:0005215","transporter activity",3
"PPI-STRING_Consensus_mod27","GO:0030150","protein import into mitochondrial matrix","4.91e-35","2.60e-01",18,"GO:0051179","localization",6
"PPI-STRING_Consensus_mod27","R-HSA-8949613","Cristae formation","1.26e-07","1.02e-02",31,"R-HSA-1852241","Organelle biogenesis and maintenance",2
"PPI-STRING_Consensus_mod27","R-HSA-1268020","Mitochondrial protein import","3.17e-45","9.25e-02",65,"R-HSA-392499","Metabolism of proteins",1
"PPI-STRING_Consensus_mod28","GO:0046854","phosphatidylinositol phosphorylation","7.27e-23","3.34e-03",111,"GO:0008152#GO:0009987","metabolic process#cellular process",6
"PPI-STRING_Consensus_mod28","GO:0006661","phosphatidylinositol biosynthetic process","3.58e-59","7.86e-02",63,"GO:0008152#GO:0009987","metabolic process#cellular process",6
"PPI-STRING_Consensus_mod28","GO:0035005","1-phosphatidylinositol-4-phosphate 3-kinase activity","1.08e-06","1.33e-01",7,"GO:0003824","catalytic activity",6
"PPI-STRING_Consensus_mod28","GO:0043647","inositol phosphate metabolic process","6.06e-42","8.46e-02",47,"GO:0008152#GO:0009987","metabolic process#cellular process",4
"PPI-STRING_Consensus_mod28","GO:0046855","inositol phosphate dephosphorylation","4.51e-26","2.02e-01",14,"GO:0008152#GO:0009987","metabolic process#cellular process",5
"PPI-STRING_Consensus_mod28","GO:0031095","platelet dense tubular network membrane","2.57e-06","8.18e-02",9,"GO:0016020#GO:0044422#GO:0044464","membrane#organelle part#cell part",3
